emp_no,first_name,last_name,birth_date,from_date,to_date,title
268835,Mani,Peral,1964-07-20,1995-07-11,9999-01-01,Senior Staff
268843,Kenroku,Michaels,1964-10-03,1996-07-24,9999-01-01,Senior Staff
268927,Ortrud,Parveen,1964-07-31,1999-05-25,9999-01-01,Senior Engineer
268956,Heeju,Kugler,1964-12-05,1992-10-13,9999-01-01,Senior Engineer
268976,Apostol,Schlumberger,1964-06-27,1987-02-10,9999-01-01,Senior Engineer
269002,Yurii,Ruther,1964-02-07,1998-03-21,9999-01-01,Senior Engineer
269003,Sedat,Giarratana,1964-05-30,1999-11-16,9999-01-01,Senior Engineer
269064,Byong,Ertl,1964-09-05,1987-02-03,9999-01-01,Senior Engineer
269083,Surveyors,Sethi,1964-09-21,1985-03-13,9999-01-01,Senior Staff
269149,Jiafu,Kamble,1964-04-08,1990-11-14,9999-01-01,Technique Leader
269160,Leif,Francisci,1964-05-14,1986-12-17,9999-01-01,Senior Staff
269200,Shalesh,Puppe,1964-02-25,1994-04-30,9999-01-01,Senior Engineer
269217,Filipp,Zschoche,1964-10-12,1986-04-20,9999-01-01,Senior Engineer
269235,Shirish,Hofting,1964-01-08,1989-09-15,9999-01-01,Senior Engineer
269238,Shalesh,Muniz,1964-04-19,1994-08-02,9999-01-01,Senior Engineer
269249,Morris,Vesna,1964-12-02,1987-10-18,9999-01-01,Technique Leader
269302,Sumant,Nourani,1964-01-28,1988-10-26,9999-01-01,Senior Staff
269337,Deniz,Gimarc,1964-10-27,1993-10-18,9999-01-01,Senior Engineer
269362,Sanjay,Henders,1964-06-19,1996-04-08,9999-01-01,Technique Leader
269372,Collette,Bahk,1964-08-29,1986-12-28,9999-01-01,Senior Engineer
269380,Djenana,Pillow,1964-10-19,1988-08-18,9999-01-01,Senior Staff
269408,Kazuhide,Vecchi,1964-03-05,1986-05-12,9999-01-01,Senior Engineer
269459,Dulce,Picaronny,1964-03-26,1996-01-12,9999-01-01,Senior Staff
269493,Lorien,Snyers,1964-11-21,1988-04-18,9999-01-01,Senior Engineer
269498,Babette,Coney,1964-12-23,1989-09-12,9999-01-01,Technique Leader
269561,Premsyl,Linnainmaa,1964-05-14,1995-05-16,9999-01-01,Senior Engineer
269567,Pascal,Debuse,1964-09-20,1993-09-15,9999-01-01,Senior Staff
269599,Shai,Besancenot,1964-10-13,1987-11-25,9999-01-01,Senior Staff
269613,Oscar,Anido,1964-03-18,1990-11-04,9999-01-01,Senior Staff
269646,Amabile,Maraist,1964-01-04,1995-01-23,9999-01-01,Senior Staff
269728,Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01,Senior Staff
269732,Niteen,Ratzlaff,1964-01-04,1987-05-06,9999-01-01,Senior Staff
269767,Mahmut,Rehfuss,1964-06-11,1995-05-22,9999-01-01,Senior Engineer
269785,Mario,Anger,1964-02-08,1994-06-06,9999-01-01,Senior Engineer
269801,Moheb,Weiland,1964-08-28,1990-05-18,9999-01-01,Senior Engineer
269819,Yunming,Sessa,1964-08-18,1989-08-19,9999-01-01,Senior Engineer
269826,Sailaja,Mikschl,1964-12-18,1993-09-22,9999-01-01,Senior Staff
269827,Hatim,Denti,1964-10-30,1987-02-01,9999-01-01,Senior Engineer
269845,Eckart,Bazelow,1964-12-26,1988-06-21,9999-01-01,Senior Staff
269852,Anwar,Muntz,1964-12-18,1990-09-23,9999-01-01,Senior Engineer
269882,Zissis,Gils,1964-04-24,1988-02-02,9999-01-01,Senior Engineer
269886,Jayson,Thiria,1964-08-11,1997-06-18,9999-01-01,Senior Engineer
269905,Eberhardt,Beutelspacher,1964-02-05,1999-04-28,9999-01-01,Senior Staff
269933,Mandell,Baby,1964-12-19,1993-06-16,9999-01-01,Senior Engineer
269966,Arra,Vadhan,1964-10-11,2000-12-20,9999-01-01,Senior Staff
269967,Ebbe,Encarnacion,1964-03-27,1991-03-23,9999-01-01,Technique Leader
269972,Aluzio,Gils,1964-01-11,1991-09-18,9999-01-01,Senior Engineer
270011,Maris,Koshino,1964-06-17,1992-09-28,9999-01-01,Senior Engineer
270012,Neelam,Erdi,1964-05-05,1987-03-21,9999-01-01,Senior Staff
270032,Lihong,Swick,1964-12-11,1997-06-10,9999-01-01,Senior Staff
270034,Muneo,Syrotiuk,1964-12-07,1986-11-01,9999-01-01,Technique Leader
270043,Urs,Cullers,1964-12-07,1988-05-16,9999-01-01,Senior Engineer
270056,Alenka,Babb,1964-06-16,1987-07-12,9999-01-01,Senior Staff
270084,Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01,Senior Staff
270092,Margareta,Chepyzhov,1964-12-23,1987-10-05,9999-01-01,Senior Staff
270100,Chinho,Hoogerwoord,1964-04-04,1998-09-23,9999-01-01,Senior Engineer
270107,Haldon,Papadias,1964-03-27,1994-10-09,9999-01-01,Senior Engineer
270115,Rosli,Papsdorf,1964-07-14,1989-06-08,9999-01-01,Senior Staff
270133,Sreekrishna,Uludag,1964-03-18,1988-10-03,9999-01-01,Senior Staff
270136,Gennady,Porenta,1964-11-23,1992-01-31,9999-01-01,Senior Staff
270137,Otilia,Luby,1964-10-01,2001-06-13,9999-01-01,Senior Staff
270183,Xiping,Kusalik,1964-11-03,1993-03-16,9999-01-01,Senior Staff
270192,Tadahiro,Maierhofer,1964-06-21,1997-07-07,9999-01-01,Technique Leader
270217,Zhilian,Baak,1964-07-09,1993-12-28,9999-01-01,Senior Engineer
270226,Collette,Peres,1964-06-03,1990-09-11,9999-01-01,Senior Engineer
270227,Uma,Kropp,1964-05-25,1996-04-02,9999-01-01,Senior Staff
270237,Kwangho,Bednarek,1964-10-30,1990-11-17,9999-01-01,Senior Engineer
270241,Izaskun,Curless,1964-06-12,1987-11-08,9999-01-01,Senior Staff
270288,Soenke,Cronin,1964-05-03,1992-07-16,9999-01-01,Senior Engineer
270317,Tran,Nittel,1964-08-24,1986-04-15,9999-01-01,Senior Staff
270333,Kristina,Setlzner,1964-06-07,1998-12-03,9999-01-01,Senior Engineer
270342,Pragnesh,Staylopatis,1964-12-16,1989-10-25,9999-01-01,Senior Staff
270346,Jouni,Moffat,1964-10-06,1992-11-26,9999-01-01,Senior Engineer
270347,Gio,McClure,1964-03-26,1994-07-01,9999-01-01,Senior Staff
270355,Persi,Litvinov,1964-05-17,1997-08-11,9999-01-01,Senior Engineer
270369,Baruch,Slobodova,1964-06-10,1991-09-12,9999-01-01,Senior Staff
270385,Jamaludin,Skrikant,1964-06-20,1992-02-06,9999-01-01,Senior Staff
270405,Karlis,Thibadeau,1964-11-20,1991-11-02,9999-01-01,Senior Engineer
270411,Weiwu,Munos,1964-08-23,1993-08-16,9999-01-01,Technique Leader
270418,Elrique,Avouris,1964-02-10,1989-02-02,9999-01-01,Senior Engineer
270446,Christfried,Krybus,1964-12-06,2000-12-10,9999-01-01,Senior Staff
270475,Pintsang,Carrera,1964-02-03,1995-09-12,9999-01-01,Senior Engineer
270478,Sudharsan,Perelgut,1964-01-06,1989-03-29,9999-01-01,Senior Staff
270484,Mamdouh,Henseler,1964-12-13,1987-10-28,9999-01-01,Senior Engineer
270501,Salvador,Isaak,1964-12-12,1990-09-19,9999-01-01,Senior Engineer
270508,Randi,Renear,1964-10-28,1988-07-29,9999-01-01,Senior Engineer
270515,Jacopo,Vesna,1964-04-26,1994-10-22,9999-01-01,Senior Staff
270587,Genta,Sevcikova,1964-01-21,1989-02-14,9999-01-01,Senior Engineer
270609,Manton,Zumaque,1964-01-24,1998-09-02,9999-01-01,Senior Staff
270621,Jaihie,Poupard,1964-05-03,1995-11-14,9999-01-01,Senior Engineer
270629,Georg,Honiden,1964-10-09,1990-01-21,9999-01-01,Senior Staff
270647,Volkmar,Atrawala,1964-04-30,1988-06-07,9999-01-01,Senior Staff
270693,DAIDA,Veevers,1964-09-01,1992-09-28,9999-01-01,Senior Engineer
270710,Khedija,Ozeri,1964-08-18,1999-07-23,9999-01-01,Senior Engineer
270711,Sudhanshu,Orlowski,1964-10-10,1989-03-10,9999-01-01,Senior Staff
270727,Indrajit,Stassinopoulos,1964-06-16,1988-01-13,9999-01-01,Senior Engineer
270794,Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01,Senior Staff
270801,Zhilian,Usdin,1964-01-12,1997-06-20,9999-01-01,Senior Staff
270808,Larisa,Kruskal,1964-04-05,1989-11-18,9999-01-01,Senior Staff
270824,Mingdong,Ermel,1964-10-22,1997-07-12,9999-01-01,Senior Staff
270827,Tetsushi,Molenaar,1964-08-13,1993-06-25,9999-01-01,Senior Engineer
270844,Katsuyuki,Sadowski,1964-11-09,1988-11-06,9999-01-01,Senior Staff
270853,Gladys,Ossenbruggen,1964-05-12,1996-12-11,9999-01-01,Senior Engineer
270854,Josyula,Verspoor,1964-11-27,1995-08-30,9999-01-01,Senior Engineer
270892,Heng,Ramalingam,1964-07-11,1998-02-04,9999-01-01,Senior Engineer
270926,Abdelwaheb,Ghazalie,1964-09-21,1988-09-15,9999-01-01,Technique Leader
270954,Godehard,Rande,1964-04-19,1988-01-24,9999-01-01,Senior Engineer
270996,Tsutomu,Farrow,1964-02-20,1989-08-09,9999-01-01,Senior Engineer
271002,Perry,Lunt,1964-01-15,1991-06-28,9999-01-01,Senior Engineer
271009,Serenella,Sridhar,1964-10-23,1997-11-11,9999-01-01,Senior Staff
271047,Kwangho,Menhoudj,1964-07-24,1993-10-03,9999-01-01,Senior Engineer
271056,Zhiwei,Vecchi,1964-06-16,1986-12-18,9999-01-01,Senior Staff
271121,Nobuyoshi,Osgood,1964-08-17,1987-09-04,9999-01-01,Senior Engineer
271137,Martins,Barvinok,1964-10-03,1995-07-02,9999-01-01,Senior Staff
271152,Kiam,Itschner,1964-09-26,1986-08-05,9999-01-01,Senior Staff
271200,Gennadi,Ulupinar,1964-05-13,1990-12-26,9999-01-01,Senior Staff
271214,Ravishankar,Fadgyas,1964-02-16,1989-11-14,9999-01-01,Senior Engineer
271257,Sushant,Ghemri,1964-02-27,1986-12-29,9999-01-01,Senior Staff
271259,Shen,Genin,1964-03-07,1986-02-24,9999-01-01,Senior Staff
271325,Paris,Koshiba,1964-05-11,1990-08-30,9999-01-01,Senior Engineer
271328,Tomoyuki,Brender,1964-02-19,1990-11-02,9999-01-01,Senior Engineer
271353,Gor,Waterhouse,1964-12-21,1989-12-26,9999-01-01,Senior Staff
271359,Luigi,Gilg,1964-06-08,1985-08-03,9999-01-01,Senior Engineer
271375,Krassimir,Zeleznik,1964-07-21,1987-06-30,9999-01-01,Senior Engineer
271407,Aram,Angot,1964-04-06,1987-02-14,9999-01-01,Senior Staff
271416,Atilio,Ballarin,1964-01-04,1987-06-08,9999-01-01,Senior Staff
271432,Hailing,Cummings,1964-05-31,1992-01-10,9999-01-01,Senior Engineer
271454,Almudena,Schwartzbauer,1964-08-07,1991-01-23,9999-01-01,Senior Engineer
271501,Zito,Androutsos,1964-10-09,1992-08-17,9999-01-01,Senior Staff
271538,Rimon,Rosis,1964-09-09,1989-01-04,9999-01-01,Senior Engineer
271558,Kotesh,Kumaresan,1964-03-08,1994-08-20,9999-01-01,Senior Staff
271609,Rasikan,Pepe,1964-04-18,1985-05-12,9999-01-01,Senior Engineer
271619,Xiaobin,Garnham,1964-09-07,1992-01-04,9999-01-01,Senior Engineer
271634,Piyush,Schwartzburd,1964-08-23,1993-09-05,9999-01-01,Senior Staff
271669,Leucio,Nannarelli,1964-09-29,1989-11-23,9999-01-01,Senior Engineer
271691,Francoise,Peac,1964-10-13,1992-03-11,9999-01-01,Senior Staff
271693,Huei,Terkki,1964-03-02,1989-02-09,9999-01-01,Senior Staff
271737,Laurentiu,Lorcy,1964-01-15,1985-02-13,9999-01-01,Senior Staff
271753,Reinhold,McAlpine,1964-01-20,1998-03-21,9999-01-01,Senior Staff
271761,Magdalena,Deville,1964-09-08,1987-01-26,9999-01-01,Senior Staff
271788,Boaz,Akiyama,1964-07-28,1992-08-20,9999-01-01,Senior Staff
271807,Bojan,Landherr,1964-06-21,1991-07-21,9999-01-01,Senior Staff
271852,Zdislav,Fiutem,1964-12-20,1987-04-20,9999-01-01,Senior Staff
271860,Hatem,Fritzsche,1964-09-17,1985-08-18,9999-01-01,Senior Staff
271865,Kellie,Kalefeld,1964-06-02,1997-01-08,9999-01-01,Senior Staff
271896,Doohun,Ranft,1964-10-06,1986-10-13,9999-01-01,Senior Staff
271904,Alejandra,Rosaz,1964-03-17,1994-01-28,9999-01-01,Senior Staff
271927,Gino,Vesel,1964-04-03,1987-11-27,9999-01-01,Senior Staff
271929,Gou,Horswill,1964-08-02,1989-09-03,9999-01-01,Technique Leader
271935,Oscar,Chenney,1964-09-01,1992-10-28,9999-01-01,Senior Staff
271960,Josyula,Cronau,1964-02-03,1994-08-31,9999-01-01,Senior Engineer
272008,Mingdong,Hutter,1964-05-28,1990-02-24,9999-01-01,Senior Staff
272113,Sandeepan,Bonifati,1964-10-06,1991-06-11,9999-01-01,Senior Staff
272141,Tsutomu,Neiman,1965-01-13,1996-07-31,9999-01-01,Senior Staff
272150,Mariusz,Karnin,1964-04-24,1996-12-11,9999-01-01,Senior Staff
272199,Jayson,Ghemri,1964-09-10,1996-09-01,9999-01-01,Senior Staff
272215,Shim,Luders,1964-04-07,1985-10-02,9999-01-01,Senior Staff
272217,Wilmer,Himler,1964-08-05,1993-10-19,9999-01-01,Senior Staff
272274,Samphel,Larfeldt,1964-03-15,1998-04-21,9999-01-01,Senior Staff
272285,Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01,Senior Staff
272293,Etsuo,Rosiles,1964-05-23,1989-04-03,9999-01-01,Senior Engineer
272306,Weidon,Rodite,1964-12-14,1985-07-28,9999-01-01,Senior Staff
272310,Foong,Braccini,1964-07-10,1989-11-08,9999-01-01,Senior Staff
272331,Zhanqiu,Junot,1964-03-03,1995-03-01,9999-01-01,Senior Staff
272337,Zhenhua,Peek,1964-02-24,1992-05-23,9999-01-01,Senior Staff
272350,Muneo,Botman,1964-12-06,1999-10-06,9999-01-01,Senior Staff
272363,Hein,Hainaut,1964-02-17,1986-01-27,9999-01-01,Senior Staff
272370,Oguz,Alblas,1964-03-24,1991-04-19,9999-01-01,Senior Engineer
272377,Murthy,Benzmuller,1964-07-05,1995-05-30,9999-01-01,Senior Engineer
272381,Lokesh,Trachtenberg,1964-12-29,1988-03-23,9999-01-01,Senior Engineer
272387,Guozhong,Schwabacher,1964-11-23,2001-01-12,9999-01-01,Senior Engineer
272390,LiMin,Baba,1964-09-21,1988-11-02,9999-01-01,Senior Staff
272421,Houman,Peak,1964-11-05,1986-05-14,9999-01-01,Senior Staff
272423,Geoffrey,Chandrasekhar,1964-11-10,1996-12-30,9999-01-01,Senior Staff
272424,King,Pouyioutas,1964-10-12,1991-04-12,9999-01-01,Senior Engineer
272447,Gaetan,Dechter,1964-01-21,1991-08-20,9999-01-01,Senior Staff
272449,Yurij,Kakkar,1964-10-16,1986-02-13,9999-01-01,Senior Engineer
272485,Hyuncheol,Peot,1964-09-08,1985-04-21,9999-01-01,Senior Engineer
272497,Mitchel,Schreiter,1964-08-24,1994-10-04,9999-01-01,Senior Engineer
272510,Deborah,Nannarelli,1964-10-28,1989-07-17,9999-01-01,Senior Staff
272530,Yagil,Hashii,1964-01-18,1998-01-26,9999-01-01,Senior Staff
272557,Aloke,Schmiedel,1964-04-29,1992-03-05,9999-01-01,Senior Engineer
272563,Tru,Provine,1964-10-30,1993-11-15,9999-01-01,Senior Engineer
272599,Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01,Senior Staff
272613,Berna,Cronin,1964-03-07,1999-02-07,9999-01-01,Technique Leader
272630,Fen,Narwekar,1964-12-04,1999-10-12,9999-01-01,Senior Staff
272635,Shooichi,Waleschkowski,1964-02-18,1993-01-15,9999-01-01,Senior Staff
272668,Nahla,Silva,1964-08-03,1992-02-18,9999-01-01,Senior Engineer
272746,Nigel,Casley,1964-09-22,1987-05-17,9999-01-01,Senior Engineer
272757,Baruch,Baar,1964-06-13,1986-07-16,9999-01-01,Senior Engineer
272760,Aiman,Anger,1964-11-04,1991-07-29,9999-01-01,Senior Staff
272840,Sorina,Gulak,1964-10-03,1991-12-24,9999-01-01,Senior Staff
272845,Yannik,Valtorta,1964-05-23,1994-09-05,9999-01-01,Technique Leader
272875,Tiina,Chvatal,1964-07-03,1987-05-27,9999-01-01,Senior Engineer
272911,Shridhar,Gelosh,1964-10-04,1999-06-24,9999-01-01,Senior Engineer
272920,Kristina,Kalloufi,1964-08-22,2001-11-22,9999-01-01,Senior Engineer
272927,Cedric,Armand,1964-02-21,1990-12-11,9999-01-01,Senior Engineer
272942,Bartek,Wallrath,1964-07-29,1988-08-12,9999-01-01,Senior Staff
272954,Satyanarayana,Gelosh,1964-02-21,1993-04-29,9999-01-01,Senior Engineer
272994,Masoud,Castellani,1964-06-29,1996-06-09,9999-01-01,Senior Engineer
273001,Maik,Gunderson,1964-10-17,1993-10-11,9999-01-01,Senior Staff
273044,Evgueni,Mitina,1964-04-02,1995-06-16,9999-01-01,Senior Engineer
273123,Renny,Gornas,1964-02-17,1989-10-27,9999-01-01,Senior Engineer
273159,Divine,Hofmeyr,1965-01-26,1989-04-14,9999-01-01,Technique Leader
273209,Szabolcs,Gomatam,1964-07-18,1992-02-24,9999-01-01,Senior Staff
273244,Tomofumi,Kavanagh,1964-01-07,1996-07-22,9999-01-01,Senior Engineer
273252,Rasiah,Casperson,1964-02-19,1989-07-06,9999-01-01,Senior Engineer
273259,Mario,Schurmann,1964-01-20,1986-11-03,9999-01-01,Technique Leader
273261,Yurij,Yavatkar,1964-01-10,1985-09-26,9999-01-01,Senior Engineer
273279,Marla,Kirkerud,1964-03-06,1993-06-03,9999-01-01,Senior Engineer
273286,Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01,Senior Engineer
273288,Shigehiro,Mersereau,1964-03-12,1990-03-23,9999-01-01,Senior Staff
273301,Bedir,Sidou,1964-05-09,1985-05-13,9999-01-01,Senior Engineer
273316,Sumant,Makinen,1964-09-07,1986-07-07,9999-01-01,Senior Staff
273335,Guoxiang,Christianini,1964-10-31,1991-11-25,9999-01-01,Technique Leader
273356,Ute,Servieres,1964-04-24,1994-07-25,9999-01-01,Senior Engineer
273358,Soenke,Klyachko,1964-10-17,1986-05-14,9999-01-01,Senior Staff
273376,Zsolt,Negoita,1964-04-27,1992-07-23,9999-01-01,Senior Engineer
273389,Teunis,Schlegelmilch,1964-10-19,1992-07-07,9999-01-01,Senior Engineer
273440,Alois,Fraisse,1964-12-31,1991-11-25,9999-01-01,Senior Staff
273454,Hatsukazu,Katalagarianos,1964-08-04,1999-10-02,9999-01-01,Senior Staff
273457,Yefim,Holburn,1964-10-01,1992-11-12,9999-01-01,Senior Staff
273506,Rosli,Hiraishi,1964-09-03,1990-07-18,9999-01-01,Senior Staff
273508,Vishwani,Vendrig,1964-09-19,1989-02-03,9999-01-01,Senior Engineer
273514,Danny,Comte,1964-08-01,1995-05-18,9999-01-01,Senior Engineer
273536,Mohd,Lovengreen,1964-11-26,1987-07-05,9999-01-01,Senior Engineer
273538,Jiang,Itzigehl,1964-12-29,1989-09-06,9999-01-01,Senior Staff
273546,Yoshimitsu,Sigstam,1964-10-02,1986-12-17,9999-01-01,Senior Staff
273562,Xinan,Ranze,1964-11-10,1986-04-12,9999-01-01,Senior Staff
273577,Hercules,Usdin,1964-01-01,1991-06-27,9999-01-01,Senior Engineer
273581,Richara,Stille,1964-06-05,1986-05-21,9999-01-01,Senior Engineer
273610,Bojan,Marletta,1964-01-20,1999-09-13,9999-01-01,Senior Staff
273651,Ramzi,Feinberg,1964-05-07,1993-08-23,9999-01-01,Senior Staff
273691,Chikara,Kusakabe,1964-12-11,1989-06-22,9999-01-01,Senior Engineer
273693,Niranjan,Besancenot,1964-07-30,1996-03-19,9999-01-01,Senior Staff
273728,Stafford,Oberman,1964-10-04,1995-06-09,9999-01-01,Senior Staff
273733,Cordelia,Schoegge,1964-06-07,1995-11-08,9999-01-01,Senior Engineer
273744,Feipei,Sridhar,1964-06-13,1991-05-17,9999-01-01,Senior Staff
273806,Hongzhu,Beetstra,1965-01-01,1997-08-18,9999-01-01,Senior Staff
273809,Vishv,Cardazo,1964-04-09,1988-09-06,9999-01-01,Senior Staff
273858,Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01,Senior Staff
273868,Shan,Farrag,1964-10-03,1987-08-06,9999-01-01,Senior Staff
273891,Ottavia,Nilsson,1964-06-15,1992-04-24,9999-01-01,Senior Staff
273911,Sanjiv,Melski,1964-02-27,1992-01-20,9999-01-01,Senior Staff
273919,Bikash,Gecseg,1964-11-05,1995-07-17,9999-01-01,Senior Staff
273956,Kauko,Chimia,1964-10-31,1987-10-27,9999-01-01,Senior Staff
273970,Giap,Serre,1964-08-01,1989-09-07,9999-01-01,Technique Leader
273976,Rafail,Monarch,1964-11-10,1987-01-27,9999-01-01,Senior Staff
273993,Kirk,Fontet,1964-05-18,1993-12-12,9999-01-01,Senior Staff
274024,Aron,Cardazo,1964-12-15,1987-03-12,9999-01-01,Senior Engineer
274042,Xinyu,Rossi,1964-06-14,1992-02-29,9999-01-01,Senior Engineer
274054,Adam,Axelband,1964-12-29,1993-10-07,9999-01-01,Senior Engineer
274086,Randi,Oppitz,1964-05-22,1987-02-08,9999-01-01,Senior Staff
274115,Feixiong,Vadhan,1964-12-08,1994-05-30,9999-01-01,Senior Staff
274173,Feiyu,Krupka,1964-03-23,1986-06-15,9999-01-01,Technique Leader
274180,Jianhao,Schiettecatte,1964-07-30,1994-12-19,9999-01-01,Senior Engineer
274211,Gadiel,Sgarro,1964-05-25,1987-05-01,9999-01-01,Senior Staff
274229,Jaber,Peyn,1964-08-18,1998-04-21,9999-01-01,Senior Engineer
274233,Augustine,Miake,1964-07-10,1989-11-17,9999-01-01,Senior Staff
274234,Gadiel,Birke,1964-04-09,1992-05-03,9999-01-01,Senior Engineer
274255,Marie,Molenkamp,1964-01-11,1994-03-11,9999-01-01,Senior Staff
274264,Rosli,Siepmann,1964-08-25,1986-12-28,9999-01-01,Senior Staff
274271,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01,Senior Staff
274276,Jasminko,Iisaka,1964-07-24,1987-07-06,9999-01-01,Senior Engineer
274289,Suzette,Vandervoorde,1964-03-31,1986-06-17,9999-01-01,Senior Staff
274320,Erez,Emmart,1964-09-03,1991-05-10,9999-01-01,Senior Staff
274343,Fay,Hutter,1964-06-26,1999-09-28,9999-01-01,Senior Staff
274345,Miyeon,Eiter,1964-09-04,1995-02-09,9999-01-01,Senior Staff
274362,Sumali,Clouatre,1964-02-26,1991-09-20,9999-01-01,Senior Staff
274369,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01,Senior Staff
274378,Jiang,Luce,1964-12-23,1990-12-07,9999-01-01,Senior Staff
274388,Nishit,Mandelberg,1964-06-19,1992-08-19,9999-01-01,Senior Engineer
274405,Sibyl,Plumb,1964-10-09,1985-09-13,9999-01-01,Senior Engineer
274429,Kensei,Swan,1964-10-17,1994-07-21,9999-01-01,Senior Engineer
274443,Dayanand,Fiutem,1964-12-27,1989-02-02,9999-01-01,Senior Staff
274476,Hailing,Puppe,1964-02-02,1990-10-15,9999-01-01,Senior Engineer
274488,Yefim,Jeansoulin,1964-06-20,1987-11-18,9999-01-01,Senior Staff
274493,Ashish,Narahara,1964-06-18,1998-06-05,9999-01-01,Senior Staff
274500,Giap,Oppitz,1964-03-02,1985-11-01,9999-01-01,Senior Engineer
274513,Pasqua,Peng,1964-03-15,1997-01-20,9999-01-01,Senior Staff
274535,Arumugam,Piveteau,1964-10-20,1985-03-29,9999-01-01,Senior Engineer
274573,Subhash,Garnier,1964-05-25,1992-08-14,9999-01-01,Senior Staff
274583,Fun,Preusig,1964-12-31,1990-08-23,9999-01-01,Senior Engineer
274626,Vitali,Litzkow,1964-02-18,1996-05-18,9999-01-01,Senior Staff
274639,Van,Schaar,1964-04-24,1986-03-03,9999-01-01,Senior Engineer
274647,Kitty,Asmuth,1964-08-15,1994-12-16,9999-01-01,Senior Engineer
274666,Poorav,Cronan,1964-12-04,1989-04-27,9999-01-01,Senior Engineer
274674,Pranav,Chaudhuri,1964-09-13,1986-04-08,9999-01-01,Technique Leader
274686,Augustine,Budinsky,1964-08-30,1993-04-12,9999-01-01,Senior Staff
274691,Pranav,Ossenbruggen,1964-06-01,1991-11-03,9999-01-01,Senior Staff
274703,Youjian,Hockney,1964-07-12,2000-08-12,9999-01-01,Senior Engineer
274773,Abdelaziz,Rouquie,1964-06-12,1993-09-28,9999-01-01,Senior Staff
274813,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01,Senior Staff
274821,Matk,Schlegelmilch,1964-04-21,1997-05-13,9999-01-01,Senior Engineer
274827,Volkmar,Fabrizio,1964-03-04,1994-07-30,9999-01-01,Senior Staff
274847,Isamu,Loncour,1964-05-20,1988-04-17,9999-01-01,Senior Engineer
274852,Matk,Highland,1964-10-10,1986-12-08,9999-01-01,Senior Engineer
274871,Uma,Chinin,1964-06-18,1995-02-22,9999-01-01,Senior Engineer
274917,Toshiki,Rosch,1964-01-20,1990-10-23,9999-01-01,Senior Engineer
275015,Mary,Wuwongse,1964-08-09,1993-03-02,9999-01-01,Senior Engineer
275017,Hiroyasu,Gyimothy,1964-08-26,1991-02-01,9999-01-01,Senior Staff
275071,Divine,Luit,1964-03-06,1985-02-13,9999-01-01,Senior Engineer
275130,Yurii,Ozeki,1964-05-12,1986-03-10,9999-01-01,Senior Staff
275147,Jackson,Parfitt,1964-05-28,1989-10-17,9999-01-01,Senior Staff
275174,Kenroku,Nations,1964-01-06,1993-12-01,9999-01-01,Senior Engineer
275192,Sahrah,Katalagarianos,1964-10-16,1988-05-20,9999-01-01,Senior Engineer
275197,Brendon,Yurek,1964-06-10,2000-08-13,9999-01-01,Senior Staff
275213,Manohar,Kirkerud,1964-03-28,1986-12-28,9999-01-01,Senior Staff
275263,Vojin,Laventhal,1965-01-21,1991-10-18,9999-01-01,Senior Engineer
275299,Eckart,Merey,1964-07-06,1991-01-05,9999-01-01,Senior Staff
275328,Waiman,Makinen,1964-10-12,1995-02-16,9999-01-01,Senior Engineer
275361,Emran,Majewski,1964-06-11,1990-03-01,9999-01-01,Senior Staff
275416,Tesuya,Gecseg,1964-04-25,2001-11-15,9999-01-01,Senior Staff
275417,Goa,Gist,1964-03-21,1991-07-05,9999-01-01,Senior Engineer
275444,Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01,Senior Engineer
275457,Luise,Gniady,1964-01-01,1994-06-19,9999-01-01,Senior Staff
275526,Subhada,Mitsuhashi,1964-08-10,1991-04-13,9999-01-01,Senior Engineer
275574,Jianhua,Nations,1964-01-04,1998-02-06,9999-01-01,Senior Staff
275651,Bangqing,Baumann,1964-06-26,1994-03-16,9999-01-01,Senior Engineer
275657,Gal,Suri,1964-12-17,1990-07-18,9999-01-01,Senior Staff
275662,Herb,Steenbeek,1964-04-29,1993-12-09,9999-01-01,Senior Engineer
275736,Yifei,Weedon,1964-03-02,1985-08-23,9999-01-01,Senior Engineer
275782,Gio,Masada,1964-02-11,1985-05-03,9999-01-01,Technique Leader
275791,Mark,Narahari,1964-08-16,1986-08-17,9999-01-01,Technique Leader
275795,Fuqing,Broder,1964-10-28,1988-01-08,9999-01-01,Senior Staff
275797,Kiyokazu,Magalhaes,1964-09-02,1985-02-20,9999-01-01,Senior Engineer
275801,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01,Senior Staff
275853,Gilbert,Krychniak,1964-06-12,1995-07-16,9999-01-01,Senior Staff
275875,Elrique,Herbst,1964-08-04,1995-05-12,9999-01-01,Senior Staff
275881,Jiann,Munro,1965-01-08,1988-05-18,9999-01-01,Senior Engineer
